exp,algo,scale,hostname,load5,load10,load15,procs,timestamp
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,3.68,7.81,10.09,677,1.513125557625118E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,3.54,5.24,6.25,741,1.513125557627567E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,4.22,5.23,6.14,682,1.513125557629085E9
exp1,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.48,5.27,6.04,769,1.513125562617432E9
exp1,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.37,5.32,6.33,678,1.513125562619434E9
exp1,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.64,5.79,6.4,679,1.51312556262009E9
exp1,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.02,5.44,6.46,678,1.513125562628792E9
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,3.39,7.68,10.03,677,1.513125562630605E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,3.89,5.29,6.26,741,1.513125562633296E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,3.89,5.15,6.11,682,1.513125562634568E9
exp1,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.12,5.18,6.0,769,1.513125567622991E9
exp1,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.67,5.79,6.39,679,1.513125567624153E9
exp1,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.02,5.23,6.3,678,1.513125567625364E9
exp1,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.42,5.5,6.47,678,1.51312556763453E9
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,3.19,7.57,9.98,677,1.513125567636323E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.22,5.33,6.27,741,1.513125567639042E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,3.57,5.06,6.07,682,1.513125567640156E9
exp1,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.22,5.7,6.36,679,1.513125572628581E9
exp1,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.51,5.25,6.02,769,1.51312557262866E9
exp1,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,3.69,5.14,6.26,678,1.513125572630936E9
exp1,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.94,5.59,6.5,678,1.513125572640195E9
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,3.5,7.56,9.97,677,1.513125572641917E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.2,5.31,6.26,741,1.51312557264457E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,3.29,4.98,6.04,682,1.513125572645723E9
exp1,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.96,5.63,6.33,679,1.513125577630775E9
exp1,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.19,5.38,6.06,769,1.513125577634097E9
exp1,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,3.96,5.17,6.27,678,1.513125577636507E9
exp1,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.95,5.58,6.49,678,1.513125577645814E9
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,3.78,7.55,9.95,677,1.513125577647384E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.11,5.27,6.24,741,1.513125577650147E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,3.58,5.01,6.04,682,1.513125577651344E9
exp1,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.56,5.54,6.3,679,1.513125582636052E9
exp1,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.9,5.52,6.1,769,1.51312558263964E9
exp1,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.12,5.19,6.27,678,1.513125582642103E9
exp1,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.63,5.5,6.46,678,1.51312558265153E9
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,3.72,7.48,9.91,677,1.513125582652339E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,3.78,5.03,6.04,682,1.513125582653512E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,3.78,5.19,6.21,742,1.513125582655117E9
exp1,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.36,5.48,6.28,679,1.51312558764179E9
exp1,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.51,5.44,6.07,769,1.513125587641894E9
exp1,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.43,5.23,6.28,678,1.5131255876478E9
exp1,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.5,5.46,6.44,678,1.513125587653131E9
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,3.5,7.37,9.86,678,1.513125587657978E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,4.04,5.06,6.05,682,1.51312558765846E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,3.48,5.1,6.18,742,1.513125587660721E9
exp1,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.07,5.35,6.04,769,1.513125592645809E9
exp1,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.65,5.52,6.29,679,1.513125592647505E9
exp1,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.8,5.3,6.29,678,1.513125592650176E9
exp1,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.14,5.37,6.4,678,1.513125592658638E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,4.19,5.08,6.05,682,1.51312559266209E9
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,3.22,7.25,9.81,678,1.513125592663705E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,3.84,5.15,6.19,742,1.513125592664808E9
exp1,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.66,5.26,6.01,769,1.513125597651564E9
exp1,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.76,5.53,6.28,679,1.513125597653215E9
exp1,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.41,5.21,6.26,678,1.51312559765593E9
exp1,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,3.89,5.3,6.37,678,1.513125597664025E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,3.86,4.99,6.02,683,1.513125597666189E9
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,2.96,7.13,9.76,678,1.513125597669269E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.09,5.18,6.19,742,1.513125597670608E9
exp1,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.29,5.18,5.97,772,1.51312560265395E9
exp1,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.02,5.57,6.29,681,1.51312560265823E9
exp1,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.06,5.12,6.22,680,1.513125602658407E9
exp1,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,3.98,5.29,6.37,680,1.513125602669707E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,3.55,4.91,5.98,684,1.513125602671707E9
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,2.8,7.02,9.71,680,1.513125602672686E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.16,5.17,6.18,744,1.513125602673194E9
exp1,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.98,5.31,6.01,772,1.513125607659707E9
exp1,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.38,5.17,6.23,680,1.513125607660992E9
exp1,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.66,5.7,6.33,681,1.513125607663958E9
exp1,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,3.91,4.96,6.0,684,1.513125607674175E9
exp1,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.46,5.37,6.39,680,1.513125607675294E9
exp1,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,2.74,6.94,9.67,680,1.5131256076782E9
exp1,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.39,5.21,6.19,744,1.513125607678897E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,0.02,2.11,3.83,484,1.513121083105861E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,2.02,3.31,483,1.513121083106041E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,0.14,2.27,3.96,483,1.513121083106239E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,0.06,2.17,3.38,487,1.513121083107217E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.05,2.14,3.91,485,1.513121083108552E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,0.02,2.95,4.32,488,1.513121083109135E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,0.01,1.96,3.22,488,1.513121083111649E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,0.06,2.14,3.36,487,1.513121088108321E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,0.1,2.09,3.82,527,1.51312108811158E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.98,3.29,483,1.513121088112307E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,0.21,2.25,3.95,484,1.513121088112378E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.04,2.1,3.89,485,1.513121088114459E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,0.02,2.9,4.3,488,1.513121088115157E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,0.01,1.92,3.21,489,1.51312108811752E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,0.05,2.1,3.34,568,1.513121093114079E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,0.25,2.09,3.81,672,1.513121093117471E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.95,3.27,565,1.513121093117888E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,0.2,2.21,3.92,565,1.513121093118958E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.12,2.08,3.87,663,1.513121093120352E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,0.1,2.87,4.28,569,1.513121093120944E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,0.01,1.89,3.19,589,1.513121093121794E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,0.05,2.06,3.32,632,1.513121098119884E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,0.5,2.24,3.92,627,1.513121098120537E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,1.11,2.24,3.85,706,1.513121098123401E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.92,3.25,629,1.513121098124094E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.43,2.11,3.87,701,1.513121098124154E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,0.09,1.88,3.18,632,1.513121098125652E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,0.41,2.89,4.28,636,1.513121098126783E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,1.9,2.5,4.0,625,1.513121103124307E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,0.6,2.15,3.34,630,1.513121103125629E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.81,2.05,3.29,627,1.513121103125764E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,1.44,2.3,3.92,699,1.513121103128237E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,1.83,2.36,3.88,705,1.513121103128959E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,0.88,2.01,3.21,630,1.513121103129968E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,1.26,3.02,4.31,635,1.513121103132667E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,1.7,2.22,3.34,625,1.513121108130068E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,1.52,2.31,3.39,628,1.513121108130516E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,2.55,2.63,4.03,623,1.513121108130973E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,2.53,2.51,3.98,696,1.513121108132719E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,2.4,2.47,3.91,703,1.513121108132972E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,1.77,2.18,3.26,628,1.513121108134332E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,1.8,3.11,4.33,632,1.513121108138714E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,2.37,2.35,3.37,625,1.513121113134427E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,2.2,2.44,3.43,628,1.51312111313472E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,2.99,2.72,4.05,623,1.513121113135994E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,2.93,2.58,3.94,703,1.513121113137317E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,3.36,2.68,4.03,699,1.513121113138594E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,2.43,2.31,3.3,628,1.5131211131387E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,2.38,3.2,4.36,632,1.513121113141707E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,2.74,2.42,3.39,627,1.513121118138755E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,2.74,2.55,3.46,630,1.513121118139153E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,4.22,2.87,4.08,698,1.513121118141303E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,3.47,2.82,4.08,625,1.513121118142004E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,3.04,2.44,3.33,630,1.513121118143006E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,3.42,2.69,3.96,706,1.513121118143362E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,2.91,3.3,4.38,634,1.513121118146002E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,3.16,2.52,3.42,627,1.513121123143158E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,3.24,2.66,3.49,630,1.513121123144958E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,3.99,2.94,4.11,625,1.513121123145742E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.08,3.07,4.14,699,1.513121123146065E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,3.6,2.56,3.37,630,1.513121123149011E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,3.54,2.73,3.97,706,1.5131211231494E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,3.39,3.4,4.41,634,1.513121123150481E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,3.62,2.74,3.51,628,1.513121128147763E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,3.63,2.63,3.45,625,1.513121128148853E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.87,3.27,4.2,700,1.513121128150035E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.15,2.99,4.12,623,1.513121128151683E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,4.75,2.82,3.45,629,1.513121128151745E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.06,2.85,4.0,704,1.513121128154376E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,3.92,3.51,4.44,632,1.51312112815469E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,3.82,2.68,3.46,627,1.513121133151837E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,3.89,2.81,3.53,630,1.513121133152594E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,6.61,3.46,4.26,697,1.513121133154344E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,5.17,2.94,3.49,629,1.513121133156059E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.62,3.11,4.15,625,1.513121133157789E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.38,2.94,4.02,707,1.513121133158817E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.41,3.61,4.47,634,1.51312113315921E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.31,2.8,3.5,626,1.513121138157882E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.14,2.88,3.55,630,1.513121138158581E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,7.04,3.61,4.3,700,1.51312113815868E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,5.48,3.04,3.52,630,1.51312113816039E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.59,3.0,4.04,707,1.513121138160667E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.86,3.72,4.5,634,1.513121138163348E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.97,3.21,4.18,624,1.513121138163943E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.45,2.97,3.57,629,1.513121143160827E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,7.68,3.79,4.36,697,1.5131211431637E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.69,2.91,3.53,626,1.513121143163928E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,5.76,3.14,3.54,629,1.513121143165153E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.7,3.05,4.05,705,1.513121143166712E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,5.27,3.82,4.53,632,1.513121143167737E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.46,3.34,4.22,624,1.513121143169882E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.74,3.05,3.6,629,1.513121148166804E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,8.34,4.0,4.42,700,1.513121148167419E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.79,2.96,3.54,627,1.513121148168766E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.1,3.25,3.58,629,1.513121148169121E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,5.49,3.89,4.55,634,1.513121148172119E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.96,3.14,4.07,706,1.513121148172857E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.66,3.41,4.24,625,1.51312114817538E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,8.88,4.18,4.48,696,1.513121153171768E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.41,3.36,3.61,630,1.513121153172443E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,5.16,3.17,3.63,630,1.513121153172813E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.13,3.06,3.57,625,1.513121153173324E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,5.85,4.0,4.58,634,1.51312115317398E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,5.37,3.25,4.1,687,1.51312115317881E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.77,3.47,4.25,624,1.513121153179771E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,6.1,4.08,4.6,628,1.513121158176904E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.2,3.11,3.58,623,1.513121158177662E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,8.89,4.26,4.5,693,1.513121158177874E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,5.23,3.22,3.65,624,1.513121158178128E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.46,3.42,3.63,624,1.513121158178412E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,5.26,3.26,4.1,684,1.513121158183693E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.03,3.57,4.28,621,1.513121158184351E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,8.33,4.22,4.49,713,1.513121163180621E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,5.69,4.03,4.58,642,1.513121163181613E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.18,3.14,3.59,635,1.513121163181877E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.1,3.4,3.62,640,1.513121163182238E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,5.29,3.26,3.66,639,1.513121163184022E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.84,3.21,4.08,699,1.513121163189624E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.02,3.61,4.29,634,1.513121163192415E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,7.67,4.15,4.47,714,1.513121168184693E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,6.44,4.21,4.64,642,1.513121168186917E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.73,3.29,3.64,635,1.51312116818774E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.57,3.54,3.67,640,1.513121168188465E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,5.99,3.44,3.71,641,1.513121168189858E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.61,3.19,4.07,699,1.51312116819551E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,7.3,3.91,4.38,635,1.513121168198123E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,6.07,3.4,3.67,633,1.51312117318975E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,8.81,4.45,4.56,711,1.513121173189819E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.85,3.65,3.7,638,1.513121173190117E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,6.72,4.31,4.67,640,1.513121173192215E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,6.23,3.53,3.74,639,1.513121173194013E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.88,3.27,4.09,697,1.5131211731967E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,7.76,4.06,4.43,633,1.513121173200313E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,6.39,3.51,3.71,633,1.513121178193435E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.02,3.74,3.73,638,1.51312117819411E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,9.95,4.76,4.66,711,1.513121178195173E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,6.91,4.38,4.69,641,1.513121178196686E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,6.37,3.61,3.77,639,1.513121178198543E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,5.21,3.36,4.12,697,1.513121178202216E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,7.94,4.16,4.46,633,1.513121178205598E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.26,3.84,3.77,638,1.513121183197439E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,6.52,3.58,3.73,633,1.513121183198555E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,11.0,5.06,4.76,711,1.513121183199668E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.16,4.48,4.72,641,1.51312118320036E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,6.42,3.66,3.78,639,1.513121183201387E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,5.59,3.47,4.15,697,1.513121183207631E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,8.1,4.26,4.49,633,1.513121183210874E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,6.64,3.66,3.75,633,1.513121188200766E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.4,3.93,3.79,638,1.513121188201539E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,11.32,5.23,4.81,711,1.51312118820505E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.3,4.55,4.74,641,1.513121188205795E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,5.95,3.58,4.18,697,1.513121188213098E9
exp1,bayes,bigdata,cluster-cin-w-5.c.spark-186801.internal,8.1,4.32,4.51,633,1.513121188216294E9
exp1,bayes,bigdata,cluster-cin-w-4.c.spark-186801.internal,6.55,3.74,3.81,639,1.513121188217137E9
exp1,bayes,bigdata,cluster-cin-w-2.c.spark-186801.internal,6.91,3.76,3.79,639,1.51312119320596E9
exp1,bayes,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.53,4.01,3.82,646,1.513121193206461E9
exp1,bayes,bigdata,cluster-cin-w-6.c.spark-186801.internal,11.61,5.39,4.87,720,1.513121193207268E9
exp1,bayes,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.28,4.59,4.76,649,1.513121193210593E9
exp1,bayes,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.11,3.66,4.2,705,1.513121193215424E9
